gvkey,year,s_integrity,s_teamwork,s_innovation,s_respect,s_quality
006574,2010,1.8413,1.4997,6.0067,1.1414,1.1674
006649,2010,1.565,1.3261,2.5559,2.0996,1.7308
006653,2010,2.2804,6.142,5.2973,3.9619,0.912
006669,2010,2.0391,1.3914,2.7528,4.2747,1.3003
006730,2010,2.3932,2.8931,3.7599,1.966,1.1693
006733,2010,2.2833,1.4052,8.216,1.5427,1.6963
006737,2010,1.0588,0.9251,2.832,2.0737,3.2271
006742,2010,4.0843,1.4155,3.0537,1.4584,0.6778
006768,2010,2.6372,2.5588,9.1001,3.4554,1.8907
006771,2010,2.2135,1.8643,4.3051,1.5989,1.7378
006774,2010,6.2125,4.159,6.9893,5.2189,4.1793
006781,2010,3.2377,1.4001,2.6395,2.909,0.6792
006788,2010,2.1109,1.6395,4.7478,1.8686,2.018
006809,2010,2.922,1.1743,2.392,8.2505,6.3778
006821,2010,1.6612,0.6624,1.676,1.9309,0.8597
006829,2010,0.8821,0.8935,1.6133,2.0214,0.9957
006830,2010,2.0693,0.5486,1.8813,1.8067,1.4773
006831,2010,1.5617,4.1148,7.837,3.856,1.4296
006836,2010,1.322,0.5196,2.3874,1.2746,2.521
006839,2010,3.535,0.5599,6.946,4.6766,2.5838
006845,2010,5.5594,2.2837,5.6823,8.7121,6.1888
006848,2010,2.4829,4.483,1.1343,1.4247,0.9373
006865,2010,1.7578,0.9499,2.589,4.561,0.7928
006867,2010,1.3411,2.0025,1.8465,1.6599,1.1193
006871,2010,3.4638,1.6125,1.4184,0.7166,0.6102
006900,2010,1.3451,1.0944,5.5127,1.5905,3.5897
006930,2010,1.458,2.1356,2.1787,1.5667,1.5598
006935,2010,2.3342,5.6916,5.7003,6.9542,1.3096
006946,2010,2.677,2.3794,2.7198,2.1922,2.4355
006948,2010,1.6107,5.0586,9.9663,2.3006,3.0194
006994,2010,1.4903,1.5338,2.1001,1.2352,2.8299
006995,2010,1.4102,2.9328,2.1115,2.7931,0.8829
007017,2010,2.3576,1.3774,2.4535,1.4075,1.7729
007022,2010,2.3095,1.1449,2.2654,4.4246,1.2402
007063,2010,1.8817,1.4418,1.3685,1.7907,0.7583
007065,2010,4.2199,2.2736,3.1279,2.976,1.162
007085,2010,0.9763,1.0564,5.1135,2.0035,2.7033
007107,2010,2.0931,1.6554,2.8232,2.2791,2.5278
007116,2010,2.2356,1.116,3.458,1.7364,1.2203
007124,2010,1.6613,2.8454,4.4889,2.4541,3.6225
007146,2010,1.51,1.0952,5.4402,0.9322,1.2351
007152,2010,2.1013,2.1224,3.5561,1.8979,2.5394
007154,2010,1.8845,1.2115,4.7379,2.8565,2.0156
007161,2010,1.4508,1.3155,2.283,2.3855,1.9187
007163,2010,4.6677,1.7179,4.6091,2.1111,1.0664
007171,2010,3.2771,3.2142,3.8719,2.4207,3.7753
007186,2010,3.4997,3.3138,5.5179,3.9177,1.6871
007192,2010,6.9428,3.507,4.277,3.9647,3.2029
007205,2010,3.531,1.8104,4.9555,6.562,3.1021
007228,2010,1.6943,1.363,5.0514,1.9667,0.973
007251,2010,1.4533,1.0233,2.9465,1.8897,2.7831
007252,2010,2.6591,2.0622,0.7335,2.0903,0.728
007257,2010,3.1494,2.9606,5.2555,2.5243,1.6889
007260,2010,1.8722,2.4356,5.2119,1.7527,1.021
007281,2010,2.4163,2.2993,1.6541,2.862,0.754
007291,2010,1.045,1.7976,3.0298,1.7043,2.1167
007316,2010,0.6719,1.6695,6.2043,1.832,2.8641
007331,2010,1.7214,2.5176,2.7034,2.7443,2.1553
007343,2010,1.0902,1.8183,1.8824,0.75,2.8437
007346,2010,1.3458,1.1807,2.5216,1.2995,1.4586
007366,2010,3.5284,3.043,2.1357,1.6383,1.5561
007401,2010,1.5303,1.8785,3.8309,2.9929,1.8079
007402,2010,2.3023,0.6572,2.7129,1.1189,10.7897
007409,2010,1.0735,2.1036,6.1172,1.279,1.3936
007422,2010,3.4785,2.303,3.6708,1.9989,1.5431
007435,2010,1.961,0.7925,4.8104,1.7417,1.4813
007437,2010,2.1393,1.4397,0.976,2.2436,0.7676
007469,2010,2.3407,1.3354,4.2369,1.7791,2.8769
007471,2010,3.0039,2.5634,2.1691,1.7697,1.1682
007486,2010,1.5243,2.0244,2.8546,1.3049,3.7295
007488,2010,3.6529,2.9881,2.4377,3.6127,3.3646
007506,2010,1.5854,0.9461,2.7845,1.2788,2.2896
007509,2010,3.1855,2.2533,2.7812,2.6053,2.4346
007526,2010,1.9039,4.6962,3.5928,4.7439,1.95
007549,2010,2.7102,2.1978,1.896,2.7342,1.8545
007566,2010,2.9841,1.7568,6.1884,5.1232,1.7299
007576,2010,3.5531,2.9559,4.1544,4.2738,1.4179
007585,2010,2.9939,2.9062,6.7041,1.6828,4.9305
007620,2010,1.3089,1.7785,2.6172,1.0505,2.0374
007636,2010,1.0113,0.7367,1.3026,0.7196,2.0519
007637,2010,2.278,2.2648,4.0177,1.5836,1.8516
007639,2010,2.6274,3.1727,3.0808,1.6636,0.8317
007647,2010,3.5749,1.153,2.3604,2.0342,1.3263
007648,2010,2.0777,2.0818,6.6159,3.1315,4.5423
007682,2010,1.6968,1.7289,6.1432,1.7105,5.2886
007685,2010,3.2198,2.4859,3.7825,3.9606,4.347
007691,2010,2.4256,1.6901,2.81,4.0996,2.2492
007694,2010,3.6597,10.9795,8.9749,3.172,1.3767
007733,2010,1.5767,2.0595,2.2359,1.2162,1.1169
007750,2010,3.0665,1.5626,3.3744,4.8671,1.2494
007759,2010,1.9483,7.7841,3.8621,6.28,1.9478
007772,2010,1.6602,1.2321,2.568,0.799,1.9044
007781,2010,4.8723,1.9678,6.8221,5.3139,4.0208
007798,2010,3.3098,1.7539,3.0481,2.054,1.2377
007824,2010,2.759,1.3754,2.3757,2.1597,1.3067
007849,2010,1.3923,1.3246,2.0117,2.2922,1.3766
007866,2010,1.6388,1.0112,5.1166,3.6191,0.7906
007875,2010,1.9294,1.6056,5.5212,2.2713,1.3657
007881,2010,2.3842,2.0794,3.1694,2.3447,1.644
007882,2010,2.6165,1.4388,3.7944,1.4383,2.3992
007883,2010,1.4738,2.6327,3.7418,1.5293,2.1552
007906,2010,1.4063,1.4187,8.1179,2.0346,2.1876
007908,2010,3.6463,5.6741,3.4299,2.2108,2.2125
007912,2010,2.3529,1.9613,2.4805,0.9816,1.7188
007921,2010,1.0347,1.2875,4.0936,1.782,2.2577
007922,2010,1.7571,1.4642,7.9149,3.5619,2.2026
007923,2010,1.1731,0.8389,1.7647,1.9799,4.0709
007938,2010,3.7719,1.5933,3.0101,1.1045,4.6861
007951,2010,1.3804,1.4713,3.7795,4.2825,0.0173
007970,2010,1.4944,2.6642,1.6506,1.9415,1.5998
007974,2010,3.8367,1.2507,2.3311,1.5722,1.9953
007977,2010,1.3645,1.1137,1.057,0.5042,0.9719
007982,2010,2.4328,1.1028,2.0367,2.7796,1.0041
007985,2010,4.0744,2.5993,5.7274,3.5009,2.5878
007991,2010,1.359,1.4536,2.1653,1.3374,2.7602
008001,2010,2.794,1.931,1.5602,2.0836,1.8038
008007,2010,1.9526,1.3481,3.0816,3.48,1.3992
008009,2010,1.9869,3.3998,2.7378,1.1607,1.7604
008017,2010,3.0439,1.3355,1.9187,2.4771,2.4342
008020,2010,3.6194,3.1123,3.2638,3.0572,1.1375
008030,2010,2.5472,1.338,2.4501,1.7257,2.984
008031,2010,1.7374,0.4327,0.7137,2.3895,0.7307
008047,2010,1.5741,0.9132,2.7267,1.1055,2.4266
008060,2010,5.6665,2.5004,2.8439,3.5627,2.117
008068,2010,2.2963,1.3981,2.4287,0.8514,1.5796
008071,2010,5.2341,3.5965,2.3183,3.526,2.6345
008079,2010,1.293,1.3447,2.0882,1.3641,3.0126
008087,2010,4.0431,3.2281,7.3482,3.8073,4.4416
008092,2010,4.0466,3.0587,2.6402,2.5837,1.9682
008099,2010,2.1605,1.9864,3.1975,1.8074,0.7424
008101,2010,1.6458,1.2821,2.6666,1.2785,1.2216
008105,2010,3.3418,2.2547,5.4478,4.9149,2.2653
008113,2010,2.3718,0.9953,1.6872,1.0916,4.2294
008123,2010,1.5992,1.3214,1.4399,0.6309,2.2336
008133,2010,4.6285,3.599,4.1392,5.8404,2.4629
008151,2010,1.2455,1.3442,4.2206,2.4245,2.7692
008162,2010,4.5673,2.9273,6.3365,7.2107,3.2303
008169,2010,1.2856,1.6142,2.856,0.843,4.1665
008176,2010,2.8195,4.7742,3.4164,4.689,4.507
008210,2010,2.9498,0.9608,2.7259,1.9651,2.9737
008213,2010,2.3657,2.6408,2.6361,1.7296,4.7091
008214,2010,1.9665,0.6915,2.4838,1.0524,1.9948
008219,2010,1.3916,1.2282,4.4907,4.2433,1.2259
008229,2010,6.9098,3.0093,1.4354,5.7981,1.9544
008240,2010,2.1257,1.061,2.1939,2.4873,0.6729
008245,2010,1.8728,1.0403,1.9392,1.202,0.3425
008247,2010,0.8275,0.8853,1.6895,1.0374,1.8233
008253,2010,1.8913,1.6307,3.899,2.5038,7.3684
008257,2010,2.1411,3.0227,5.0202,7.2589,2.9699
008264,2010,4.6627,2.5526,3.0582,4.3818,2.1282
008266,2010,3.7657,3.9815,3.5704,2.774,1.8073
008272,2010,2.7604,2.0416,2.2161,1.1109,1.2468
008304,2010,1.4489,1.5121,2.1549,0.8438,2.0669
008333,2010,2.6887,2.4822,3.1779,3.2144,1.8287
008348,2010,4.5365,1.6697,3.4333,1.9944,3.7902
008350,2010,1.4714,1.1525,3.3119,1.3209,2.2212
008357,2010,0.8666,1.8944,1.7779,1.2173,2.0442
008358,2010,1.9204,0.8211,1.6465,1.3785,1.406
008359,2010,1.7107,1.9805,3.2504,5.0859,1.6793
008387,2010,1.9003,0.7171,1.7068,0.6091,2.0532
008402,2010,3.196,1.477,4.6782,5.3739,1.596
008431,2010,5.3173,1.8154,1.2,2.1843,0.6218
008440,2010,1.6923,0.9066,1.9578,0.928,0.7632
008446,2010,3.164,1.1916,7.2681,3.4024,2.8331
008455,2010,1.274,1.2752,1.23,0.8485,1.5667
008457,2010,1.4677,1.4766,2.3039,1.4763,1.0292
008463,2010,1.3217,1.0559,3.0787,1.204,2.7216
008475,2010,1.3483,0.6721,3.6365,1.3867,3.3974
008479,2010,1.8618,1.4751,6.2424,1.7312,1.5756
008486,2010,2.8017,2.2638,1.9697,2.3745,1.367
008512,2010,1.5284,2.1718,2.5575,1.3259,2.325
008530,2010,2.1263,2.9076,5.3355,2.9722,1.4899
008539,2010,4.6293,1.9177,3.8479,1.3362,2.2208
008542,2010,5.1223,1.7698,1.9314,2.3178,0.7559
008543,2010,1.6536,1.7074,2.6736,1.3893,1.2286
008549,2010,4.1275,1.944,2.4239,1.6228,1.0666
008551,2010,1.4728,1.7138,2.9699,1.3665,1.1385
008577,2010,2.0025,3.9025,1.4316,1.6615,1.5614
008580,2010,2.8438,1.4547,3.7956,1.5612,2.1717
008599,2010,1.1897,3.6491,6.1864,1.2542,3.7203
008605,2010,1.867,1.0705,2.6277,3.2866,0.5422
008606,2010,0.9278,1.945,4.9503,0.7011,3.0859
008633,2010,1.5202,3.5629,4.5943,2.2367,3.612
008638,2010,4.5551,1.8593,5.0973,2.7712,1.7413
008644,2010,2.3581,2.2312,3.0164,2.3932,2.5323
008647,2010,1.1735,0.9444,0.8178,0.8221,1.0296
008692,2010,1.4026,1.0894,1.4578,1.5247,1.0917
008694,2010,2.1914,1.5794,0.9811,1.2102,0.6006
008699,2010,1.2717,1.1478,2.71,1.7775,2.4214
008716,2010,8.0978,2.4132,4.422,7.0879,2.1252
008717,2010,1.2278,2.3308,2.9433,1.7937,2.0101
008750,2010,3.3638,1.1694,1.9847,1.9083,1.189
008762,2010,1.611,1.5954,8.9025,2.2637,1.5545
008789,2010,1.6905,0.8046,1.3225,1.2569,0.8463
008807,2010,5.1301,1.2352,2.025,2.6663,2.1591
008810,2010,3.3637,0.953,2.3601,1.1419,1.3618
008823,2010,2.6241,0.6425,1.8005,3.005,0.8283
008850,2010,1.081,1.0866,0.5161,0.2663,0.9696
008858,2010,2.9939,3.962,3.7725,6.4933,2.8482
008859,2010,2.1623,0.9981,4.1589,2.5785,2.8853
008864,2010,0.8081,1.6454,5.9404,1.742,3.587
008867,2010,1.6846,3.2707,6.7087,2.0485,2.4443
008870,2010,2.6506,1.9329,5.8892,2.2893,3.5146
008873,2010,1.8591,1.5757,2.5296,1.7486,1.4708
008892,2010,1.7743,1.734,5.0771,3.1195,0.8116
008898,2010,5.0167,1.8896,2.3884,6.5992,1.306
008901,2010,1.5484,2.2436,2.4124,1.8889,4.7459
008902,2010,1.9981,1.4294,2.5207,1.7395,0.8548
008958,2010,3.5621,1.2099,6.2416,3.6549,2.8815
008972,2010,2.9333,1.6501,4.7622,2.699,2.4709
009016,2010,1.5387,0.908,3.1766,1.0766,1.6509
009023,2010,2.4577,1.8477,3.4478,9.3301,2.4225
009063,2010,2.6946,0.9123,2.6775,1.9564,2.0264
009125,2010,1.5992,1.2281,2.9507,2.2911,3.0215
009155,2010,1.3044,1.7126,3.7934,1.4665,1.784
009173,2010,3.0314,2.2578,3.0689,2.0023,2.1539
009203,2010,1.2392,1.7247,5.2644,1.8959,2.6178
009215,2010,1.5665,1.3695,6.1579,1.2286,3.0742
009216,2010,1.4186,1.4784,4.5032,1.8579,3.4608
009225,2010,2.3087,2.3702,3.5486,6.6721,1.8532
009235,2010,3.3027,2.0669,5.4955,2.9231,2.1819
009248,2010,1.3005,0.8536,3.5888,1.5834,2.1345
009258,2010,2.2437,2.2182,2.993,2.0614,4.2655
009273,2010,3.5801,0.7153,1.9686,1.6789,1.187
009289,2010,1.7332,3.093,4.4366,2.1013,1.3106
009299,2010,1.4749,0.7037,2.0097,1.3004,3.3649
009317,2010,2.0623,3.3859,3.7397,5.3016,0.5302
009355,2010,4.8672,4.723,5.8819,2.5957,2.6401
009359,2010,2.5562,0.8976,4.3856,1.7337,0.9724
009411,2010,2.2918,0.8081,3.2004,1.6011,0.4862
009445,2010,2.1323,1.5171,2.1193,2.6199,1.7368
009465,2010,2.0289,1.4769,3.1418,1.4861,2.4677
009466,2010,1.3175,3.6805,9.9722,6.6128,1.7157
009472,2010,2.1371,0.566,1.6935,0.8723,2.2654
009481,2010,2.5211,5.164,4.5981,4.0638,2.1378
009542,2010,2.2393,1.2183,1.6974,2.9705,1.2775
009555,2010,1.6001,0.6832,2.3368,1.8345,2.1379
009589,2010,1.4944,0.4113,1.2608,1.1806,0.542
009590,2010,1.5976,3.2011,14.9762,2.7482,5.1372
009599,2010,0.8665,1.69,7.1656,0.2444,1.8083
009611,2010,2.9015,2.2918,4.8176,4.1391,1.0231
009613,2010,1.5099,2.2551,4.0913,2.5101,3.6495
009664,2010,1.6442,1.7883,3.1042,3.0138,4.15
009667,2010,1.5998,0.9178,1.5989,2.1235,1.1989
009699,2010,0.8354,2.8874,4.4276,0.9261,1.8825
009715,2010,0.9273,2.59,4.7089,2.4947,4.1664
009771,2010,1.9731,0.9513,4.0763,2.1549,3.7668
009772,2010,1.2364,1.2308,3.1891,1.6119,1.2391
009774,2010,2.5358,0.6136,2.9533,2.5925,1.6273
009777,2010,1.9462,1.1679,3.5105,1.1521,0.9971
009778,2010,1.0943,1.3707,3.4779,3.3459,2.3975
009783,2010,1.5126,1.224,2.3871,1.5571,1.2741
009815,2010,1.0399,0.9163,2.3102,1.1772,1.2684
009818,2010,1.2451,1.8261,5.3868,1.4199,2.1607
009831,2010,1.3162,2.3137,2.2468,1.9939,1.198
009835,2010,1.0995,1.5302,1.9075,1.0064,2.8064
009846,2010,3.5561,1.0535,2.0461,1.2119,2.4367
009849,2010,3.3836,1.3016,1.003,1.8028,0.4841
009850,2010,2.9955,0.8912,2.0824,2.1863,2.1727
009867,2010,1.2394,0.9793,2.4878,0.9632,3.2171
009879,2010,2.6443,2.7907,2.3474,2.1615,2.7355
009882,2010,2.2188,3.0692,4.6482,1.9741,2.5648
009899,2010,1.4596,2.3091,7.1755,1.5363,3.7055
009904,2010,1.7266,1.1048,2.5995,0.9747,1.2533
009916,2010,2.7224,1.8958,2.4468,2.7824,1.6122
009919,2010,2.4627,1.6621,5.6169,1.9857,2.8671
009922,2010,3.1612,2.7792,4.0633,2.3549,3.1772
009937,2010,0.9055,1.2889,2.911,3.0093,1.9575
009969,2010,2.2751,3.6606,2.793,5.3363,1.7347
010000,2010,1.4714,0.7555,2.5513,2.0874,1.4765
010003,2010,3.1375,2.5759,4.492,5.5395,1.7424
010005,2010,3.2637,3.8741,7.7524,1.9223,1.7964
010008,2010,1.6251,2.505,4.5024,3.4164,2.0434
010016,2010,2.1705,1.995,5.5924,3.0662,1.5783
010035,2010,3.516,1.5546,2.0483,1.7388,1.3608
010056,2010,1.7049,2.8665,3.9119,0.6855,3.3231
010096,2010,0.8173,1.1058,1.4855,1.7942,0.9093
010115,2010,2.6963,1.3647,3.7452,1.5844,1.1507
010121,2010,3.1477,1.198,2.1587,3.5889,0.7259
010187,2010,2.6063,1.6626,2.1085,1.706,0.9516
010190,2010,4.2775,3.6611,9.3611,4.2368,2.5469
010195,2010,1.5804,1.4042,2.3705,1.198,2.5144
010200,2010,1.6857,1.195,3.577,0.9471,2.9247
010221,2010,1.5334,2.5271,3.6738,0.7029,3.3514
010244,2010,2.9129,1.6659,6.7275,3.4226,2.6019
010247,2010,2.149,1.3541,3.0435,3.6754,2.2055
010277,2010,1.8251,1.0977,1.247,2.3285,1.369
010297,2010,4.861,0.9353,3.0406,7.7356,2.2287
010331,2010,1.3087,4.1724,5.9582,0.746,4.115
010332,2010,2.896,2.2606,5.4931,2.911,4.0151
010345,2010,3.0924,2.0656,4.4868,2.833,3.6369
010353,2010,2.1762,2.5097,3.4565,2.7619,2.1891
010374,2010,1.5403,2.1931,3.205,1.5371,3.586
010385,2010,2.216,1.5805,1.6595,1.417,2.8248
010386,2010,3.212,1.6222,3.7612,3.0046,2.1444
010405,2010,1.3434,1.4696,2.2283,1.0708,5.0312
010407,2010,2.0155,1.3751,3.734,0.9394,0.9043
010411,2010,1.8929,1.4639,5.4076,1.3348,3.1269
010420,2010,1.0252,1.4679,3.2832,1.5294,4.0482
010426,2010,1.7038,1.1506,3.4223,0.72,2.7323
010430,2010,4.4542,1.6394,5.6603,2.2126,2.7178
010441,2010,2.0871,1.8906,2.9104,1.8479,2.9881
010443,2010,1.7302,1.4843,2.5806,0.9797,2.5583
010453,2010,1.0292,1.0652,3.5086,0.5043,3.6651
010466,2010,3.8023,1.6742,2.6767,2.248,1.9477
010484,2010,2.4636,4.9486,4.9048,1.74,2.5508
010498,2010,2.0855,1.1606,1.5668,1.5382,1.8154
010499,2010,1.4155,1.356,2.7897,0.8873,3.9227
010507,2010,2.7034,1.2182,1.741,1.3765,1.6684
010519,2010,1.551,1.1157,1.4731,1.5303,2.6727
010530,2010,1.6701,2.8601,4.7333,1.2458,2.4085
010540,2010,1.7985,1.1118,1.5692,0.878,1.5132
010550,2010,1.6615,2.0587,2.9095,7.5421,1.0516
010565,2010,2.4236,1.4648,1.8402,2.4966,3.2244
010567,2010,3.5905,0.7592,4.7972,1.6935,1.1785
010581,2010,1.4379,1.3515,2.3861,0.6587,1.5662
010614,2010,2.2047,0.8476,1.186,4.3329,0.7697
010615,2010,3.3307,4.9108,4.9104,3.3522,2.9691
010618,2010,1.6522,0.9459,3.2431,2.5708,2.6253
010631,2010,3.4357,1.5061,2.5531,3.0189,0.8941
010639,2010,3.1402,1.5763,3.1425,2.3932,1.5902
010671,2010,1.8886,3.5397,2.7003,1.4243,2.4932
010692,2010,8.0807,2.5578,3.1449,4.3502,2.2472
010735,2010,1.3789,1.7769,1.6718,2.4034,2.2248
010757,2010,3.366,2.4469,2.707,2.9981,1.8988
010771,2010,5.0036,2.5742,1.3271,1.2417,0.7096
010777,2010,0.9418,0.8222,1.6904,1.184,3.5111
010787,2010,1.2688,1.2769,2.5913,1.2482,0.829
010789,2010,2.3452,1.4453,2.8605,1.8646,0.9172
010793,2010,1.8226,0.8626,4.4879,1.105,1.753
010795,2010,4.2863,4.0576,3.116,0.575,1.4476
010813,2010,3.4217,3.6096,4.6221,2.1207,2.5151
010816,2010,1.6338,1.2185,3.1118,1.4573,2.556
010839,2010,0.8438,1.4747,2.924,0.2904,2.114
010840,2010,0.5326,0.6328,1.9787,1.4937,1.9702
010845,2010,3.3383,1.0433,6.5647,1.9123,1.2557
010860,2010,3.6127,1.4917,1.33,1.1858,1.3834
010867,2010,1.9342,1.072,2.7842,2.7561,4.4625
010877,2010,1.2821,1.0073,2.0878,1.1718,1.9235
010884,2010,2.7408,1.3562,4.4911,1.4192,1.9379
010894,2010,2.058,1.6966,2.0744,3.2721,0.9614
010905,2010,2.2939,2.8051,1.6045,1.4992,0.8163
010916,2010,2.1311,0.9888,2.2456,1.3077,0.7089
010920,2010,1.4734,1.6729,4.3022,2.6668,3.4503
010981,2010,1.1701,2.2002,3.6752,2.3184,2.7598
010983,2010,1.0454,1.0735,1.5794,0.6507,3.9513
010984,2010,2.2425,1.4414,4.5397,1.4062,3.5216
011012,2010,1.6595,2.2535,3.944,1.7314,2.2014
011017,2010,1.6469,3.8811,0.9948,0.612,4.653
011096,2010,1.8335,1.1823,2.5176,1.8517,0.7327
011115,2010,2.9978,1.5787,5.1036,2.5671,4.6707
011124,2010,1.1731,1.0714,5.0969,0.7885,4.7262
011191,2010,3.122,0.5504,1.1683,0.9874,1.6104
011217,2010,1.4742,1.3364,3.0118,2.2134,3.6992
011228,2010,2.1427,1.1689,1.6984,1.3856,2.0762
011234,2010,1.7908,1.746,2.7785,1.8553,2.4086
011264,2010,2.0056,1.5164,5.7952,3.3155,1.3525
011286,2010,3.9174,3.7071,7.8641,5.801,3.5242
011301,2010,2.589,0.8715,2.7362,2.1679,0.8246
011304,2010,1.2355,1.3387,2.0913,1.9331,0.8899
011313,2010,2.2676,1.3087,3.3617,3.5499,3.0931
011315,2010,1.5002,1.6049,3.5643,0.4979,2.4537
011340,2010,2.0003,2.0272,2.4258,3.5021,1.5234
011361,2010,4.9461,1.7472,4.1245,3.1983,3.2096
011376,2010,1.8749,2.8081,3.212,0.759,3.2268
011399,2010,1.9561,1.3826,5.9756,1.849,6.2922
011440,2010,3.2698,1.5902,2.2982,2.144,2.3695
011445,2010,2.0455,1.6107,7.2773,1.2994,3.9158
011446,2010,1.8813,1.6459,5.4977,0.793,2.2226
011456,2010,2.8186,1.3038,2.6469,1.7036,2.0629
011465,2010,0.8136,1.021,2.1783,0.8906,1.1377
011482,2010,3.2749,1.5617,1.306,1.5904,1.0773
011506,2010,1.1866,1.4594,3.5268,1.2355,2.5261
011511,2010,1.7084,1.5263,8.4786,2.3102,2.1857
011513,2010,2.8611,1.1438,2.2231,2.3804,0.8121
011535,2010,2.3999,1.789,4.5373,1.3797,1.0456
011537,2010,2.1447,0.9161,2.7769,2.8886,4.0544
011550,2010,3.4523,0.9676,2.2637,1.9062,1.682
011554,2010,3.4112,0.578,1.528,1.5762,0.4438
011566,2010,1.416,1.0984,4.8051,1.5668,1.4631
011580,2010,0.6739,1.6452,3.1819,0.5901,3.3481
011584,2010,1.57,1.2614,5.3848,2.1234,1.6411
011600,2010,2.1035,1.4656,2.5212,1.6135,1.4245
011636,2010,1.424,1.5559,3.1221,1.2276,2.569
011644,2010,1.9422,1.4549,3.2705,2.8982,4.9051
011649,2010,2.679,1.7268,2.9551,2.5426,2.3996
011669,2010,1.6569,3.473,7.8038,3.5798,2.5844
011672,2010,1.5552,0.9414,4.9161,1.2255,0.9814
011687,2010,1.9411,0.9535,1.0354,1.0306,0.367
011694,2010,0.8565,1.5874,3.5355,2.5348,2.0909
011721,2010,1.4983,1.0679,1.0258,1.597,4.4528
011748,2010,1.9825,2.3387,4.7979,1.729,2.5333
011749,2010,1.2413,0.9882,1.7326,1.2628,1.4676
011756,2010,1.3729,0.9238,1.4806,0.8565,1.8364
011770,2010,3.6878,1.8598,2.9455,5.9851,0.5528
011781,2010,1.2838,1.6667,2.9737,1.1897,2.3606
011796,2010,2.2108,1.2304,1.9053,2.775,2.6589
011805,2010,2.1204,2.2548,6.1119,5.1306,1.82
011811,2010,1.6918,1.971,2.8367,2.8606,1.2423
011814,2010,1.6593,0.6389,2.519,3.3299,0.8675
011819,2010,2.4602,1.9277,2.1291,5.7045,0.6262
011842,2010,2.0894,1.2215,1.9786,3.9865,0.6815
011856,2010,3.8006,1.0416,2.5174,1.4225,0.6513
011861,2010,2.0709,1.7578,1.2859,4.092,0.8151
011872,2010,5.6177,1.607,3.1746,3.2761,1.4445
011896,2010,2.2241,2.0065,2.1201,2.4152,0.8221
011910,2010,3.0577,4.8175,6.8069,2.3534,4.3449
011914,2010,1.9409,1.7959,2.0727,2.0749,3.3378
011923,2010,3.0057,2.547,3.885,1.3507,2.0541
011925,2010,4.0821,1.8249,2.301,2.5769,3.6262
011944,2010,0.3594,1.3473,3.3242,1.5251,1.6109
011976,2010,2.1431,2.407,6.5576,6.8553,1.7647
012010,2010,1.2512,1.8383,2.9688,1.4462,3.1163
012038,2010,3.2261,2.9222,1.5539,4.4188,2.4787
012053,2010,1.4657,2.3808,7.9839,1.6495,3.8464
012075,2010,2.3138,2.2634,4.8756,1.0446,1.8193
012091,2010,1.8763,3.2886,5.3301,2.9467,2.4225
012123,2010,2.0342,0.93,3.8219,2.7792,1.9415
012124,2010,3.3267,2.8021,3.9422,4.1502,0.9829
012140,2010,2.6895,0.7609,2.4129,2.0429,0.8477
012141,2010,1.2625,1.6602,4.1761,2.0459,4.537
012142,2010,2.057,3.1009,8.9835,3.7663,6.0461
012144,2010,2.7925,2.1315,7.4568,2.1802,3.4525
012171,2010,2.177,3.6908,6.7844,3.4803,2.8877
012181,2010,3.8334,10.6132,3.3363,2.3253,1.9526
012189,2010,2.3851,1.5434,3.9463,3.2733,2.1294
012198,2010,2.2589,1.4958,4.9893,2.004,4.7434
012202,2010,2.5292,0.7898,6.789,4.8049,1.7823
012206,2010,3.3437,1.4989,8.3999,2.0625,2.0453
012212,2010,0.8846,3.122,3.6523,2.8474,4.7276
012213,2010,2.9324,5.5709,3.592,5.817,2.0017
012215,2010,2.0305,1.7659,6.317,2.3215,2.5109
012216,2010,1.2829,0.9339,4.0573,1.5873,3.0708
012233,2010,2.9075,3.1481,3.0536,1.6313,2.3425
012234,2010,1.5485,2.366,6.369,0.7244,2.3581
012236,2010,1.3071,1.2936,3.1578,1.0572,1.9042
012250,2010,3.0019,3.0666,1.9952,4.8947,0.9968
012252,2010,1.938,6.1989,2.6308,2.5026,0.7846
012277,2010,1.8466,0.9358,3.7262,6.006,2.4406
012321,2010,1.5313,3.967,1.1946,4.4849,1.6649
012338,2010,2.3806,2.318,3.2613,4.6767,1.5397
012379,2010,1.3716,1.6213,2.8723,2.014,2.3426
012380,2010,2.0212,2.0305,1.4233,1.9149,1.7426
012383,2010,1.6925,1.4126,2.3519,1.5778,2.0649
012384,2010,2.069,1.7871,2.1747,1.1233,1.7627
012389,2010,1.0878,1.0769,2.8239,1.8446,2.3616
012392,2010,2.8151,3.3125,2.5892,2.7776,1.7249
012395,2010,2.2687,1.3101,1.7489,5.2887,1.2558
012403,2010,1.2837,1.4704,3.4404,2.3942,2.0422
012407,2010,6.9415,1.8917,4.4847,1.2068,1.3838
012421,2010,1.9192,0.8779,5.2694,2.149,0.9597
012428,2010,2.3313,2.3184,1.8698,1.5312,2.3114
012441,2010,1.1344,1.766,4.632,8.6491,1.7438
012445,2010,1.4116,0.3858,1.8719,0.6185,1.4013
012458,2010,0.7243,1.8675,1.6813,4.3975,4.6174
012471,2010,3.5011,3.1473,8.8987,2.7502,3.0651
012478,2010,1.1884,1.3839,2.8393,2.7205,0.7238
